Sr. No,Sample ID,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
1507,SSBS/W/2022/1507,20-12-2022," Jai Bhavani Nagar, Pashan",Genepath,0,37.23,0,Negative
1508,SSBS/W/2022/1508,20-12-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1509,SSBS/W/2022/1509,20-12-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1510,SSBS/W/2022/1510,20-12-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1511,SSBS/W/2022/1511,21-12-2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1512,SSBS/W/2022/1512,21-12-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1513,SSBS/W/2022/1513,21-12-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,38.47,0,Negative
1514,SSBS/W/2022/1514,21-12-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,37.08,0,Negative
1515,SSBS/W/2022/1515,21-12-2022,"Shantinagar, Vishrantwadi",Genepath,0,37.49,0,Negative
1516,SSBS/W/2022/1516,22-12-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1517,SSBS/W/2022/1517,22-12-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1518,SSBS/W/2022/1518,22-12-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1519,SSBS/W/2022/1519,22-12-2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1520,SSBS/W/2022/1520,22-12-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1521,SSBS/W/2022/1521,23-12-2022,"Rahatani, New DP road",Genepath,0,39.26,0,Negative
1522,SSBS/W/2022/1522,23-12-2022,"Wolf Colony, Pimpri",Genepath,0,38.39,0,Negative
1523,SSBS/W/2022/1523,23-12-2022,"Dapodi, Sai service",Genepath,0,37.38,0,Negative
1524,SSBS/W/2022/1524,23-12-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1525,SSBS/W/2022/1525,26-12-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1526,SSBS/W/2022/1526,26-12-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,37.81,0,0,Negative
1527,SSBS/W/2022/1527,26-12-2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1528,SSBS/W/2022/1528,26-12-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1529,SSBS/W/2022/1529,26-12-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1530,SSBS/W/2022/1530,26-12-2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1531,SSBS/W/2022/1531,27-12-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1532,SSBS/W/2022/1532,27-12-2022,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1533,SSBS/W/2022/1533,27-12-2022,Aundh,Genepath,0,0,0,Negative
1534,SSBS/W/2022/1534,27-12-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1535,SSBS/W/2022/1535,27-12-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1536,SSBS/W/2022/1536,27-12-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1537,SSBS/W/2022/1537,28-12-2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1538,SSBS/W/2022/1538,28-12-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1539,SSBS/W/2022/1539,28-12-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1540,SSBS/W/2022/1540,28-12-2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1541,SSBS/W/2022/1541,28-12-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1542,SSBS/W/2022/1542,29-12-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1543,SSBS/W/2022/1543,29-12-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1544,SSBS/W/2022/1544,29-12-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1545,SSBS/W/2022/1545,29-12-2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1546,SSBS/W/2022/1546,29-12-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1547,SSBS/W/2022/1547,30-12-2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1548,SSBS/W/2022/1548,30-12-2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1549,SSBS/W/2022/1549,30-12-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1550,SSBS/W/2022/1550,30-12-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1551,SSBS/W/2022/1551,2/1/2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1552,SSBS/W/2022/1552,2/1/2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1553,SSBS/W/2022/1553,2/1/2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1554,SSBS/W/2022/1554,2/1/2023,Kothrud Karve road,Genepath,0,0,0,Negative
1555,SSBS/W/2022/1555,2/1/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1556,SSBS/W/2022/1556,2/1/2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1557,SSBS/W/2022/1557,3/1/2023,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1558,SSBS/W/2022/1558,3/1/2023,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1559,SSBS/W/2022/1559,3/1/2023,Aundh,Genepath,0,0,0,Negative
1560,SSBS/W/2022/1560,3/1/2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1561,SSBS/W/2022/1561,3/1/2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1562,SSBS/W/2022/1562,3/1/2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1563,SSBS/W/2022/1563,4/1/2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1564,SSBS/W/2022/1564,4/1/2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1565,SSBS/W/2022/1565,4/1/2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1566,SSBS/W/2022/1566,4/1/2023," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1567,SSBS/W/2022/1567,5/1/2023,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1568,SSBS/W/2022/1568,5/1/2023,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1569,SSBS/W/2022/1569,5/1/2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1570,SSBS/W/2022/1570,5/1/2023,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1571,SSBS/W/2022/1571,5/1/2023,Dapodi-Sangvi,Genepath,0,0,0,Negative
1572,SSBS/W/2022/1572,6/1/2023,"Rahatani, New DP road",Genepath,0,37.63,36.43,Negative
1573,SSBS/W/2022/1573,6/1/2023,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1574,SSBS/W/2022/1574,6/1/2023,"Dapodi, Sai service",Genepath,0,0,0,Negative
1575,SSBS/W/2022/1575,6/1/2023,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1576,SSBS/W/2022/1576,9/1/2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1577,SSBS/W/2022/1577,9/1/2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1578,SSBS/W/2022/1578,9/1/2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1579,SSBS/W/2022/1579,9/1/2023,Kothrud Karve road,Genepath,0,0,0,Negative
1580,SSBS/W/2022/1580,9/1/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1581,SSBS/W/2022/1581,9/1/2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1582,SSBS/W/2022/1582,10/1/2023,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1583,SSBS/W/2022/1583,10/1/2023,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1584,SSBS/W/2022/1584,10/1/2023,Aundh,Genepath,0,0,0,Negative
1585,SSBS/W/2022/1585,10/1/2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1586,SSBS/W/2022/1586,10/1/2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1587,SSBS/W/2022/1587,10/1/2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1588,SSBS/W/2022/1588,11/1/2023,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1589,SSBS/W/2022/1589,11/1/2023,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1590,SSBS/W/2022/1590,11/1/2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1591,SSBS/W/2022/1591,11/1/2023,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1592,SSBS/W/2022/1592,12/1/2023," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1593,SSBS/W/2022/1593,12/1/2023,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1594,SSBS/W/2022/1594,12/1/2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1595,SSBS/W/2022/1595,12/1/2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1596,SSBS/W/2022/1596,12/1/2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1597,SSBS/W/2022/1597,13-01-2023,"Rahatani, New DP road",Genepath,0,0,0,Negative
1598,SSBS/W/2022/1598,13-01-2023,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1599,SSBS/W/2022/1599,13-01-2023,"Dapodi, Sai service",Genepath,0,0,0,Negative
1600,SSBS/W/2022/1600,13-01-2023,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1601,SSBS/W/2022/1601,16-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1602,SSBS/W/2022/1602,16-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1603,SSBS/W/2022/1603,16-01-2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1604,SSBS/W/2022/1604,16-01-2023,Kothrud Karve road,Genepath,0,0,0,Negative
1605,SSBS/W/2022/1605,16-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1606,SSBS/W/2022/1606,16-01-2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1607,SSBS/W/2022/1607,17-01-2023,"Mahalunge Road, Baner",Genepath,38.23,37.94,0,Negative
1608,SSBS/W/2022/1608,17-01-2023,Aundh,Genepath,0,36.15,0,Negative
1609,SSBS/W/2022/1609,17-01-2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1610,SSBS/W/2022/1610,17-01-2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1611,SSBS/W/2022/1611,17-01-2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1612,SSBS/W/2022/1612,18-01-2023,"Shantinagar, Vishrantwadi",Genepath,35.49,0,35.64,Negative
1613,SSBS/W/2022/1613,18-01-2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1614,SSBS/W/2022/1614,18-01-2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1615,SSBS/W/2022/1615,18-01-2023," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1616,SSBS/W/2022/1616,18-01-2023,Vitthalwadi-Hingne Shantinagar,Genepath,0,36.98,0,Negative
1617,SSBS/W/2022/1617,19-01-2023,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1618,SSBS/W/2022/1618,19-01-2023,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1619,SSBS/W/2022/1619,19-01-2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1620,SSBS/W/2022/1620,19-01-2023,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1621,SSBS/W/2022/1621,19-01-2023,Dapodi-Sangvi,Genepath,0,0,0,Negative
1622,SSBS/W/2022/1622,20-01-2023,"Rahatani, New DP road",Genepath,0,0,0,Negative
1623,SSBS/W/2022/1623,20-01-2023,"Wolf Colony, Pimpri",Genepath,0,36.16,0,Negative
1624,SSBS/W/2022/1624,20-01-2023,"Dapodi, Sai service",Genepath,0,39.56,0,Negative
1625,SSBS/W/2022/1625,20-01-2023,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1626,SSBS/W/2022/1626,23-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1627,SSBS/W/2022/1627,23-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1628,SSBS/W/2022/1628,23-01-2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1629,SSBS/W/2022/1629,23-01-2023,Kothrud Karve road,Genepath,0,0,0,Negative
1630,SSBS/W/2022/1630,23-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1631,SSBS/W/2022/1631,23-01-2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1632,SSBS/W/2022/1632,24-01-2023,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1633,SSBS/W/2022/1633,24-01-2023,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1634,SSBS/W/2022/1634,24-01-2023,Aundh,Genepath,0,0,0,Negative
1635,SSBS/W/2022/1635,24-01-2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1636,SSBS/W/2022/1636,24-01-2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1637,SSBS/W/2022/1637,24-01-2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1638,SSBS/W/2022/1638,25-01-2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1639,SSBS/W/2022/1639,25-01-2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1640,SSBS/W/2022/1640,25-01-2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1641,SSBS/W/2022/1641,28-01-2023,"Rahatani, New DP road",Genepath,0,0,0,Negative
1642,SSBS/W/2022/1642,28-01-2023,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1643,SSBS/W/2022/1643,28-01-2023,"Dapodi, Sai service",Genepath,0,0,0,Negative
1644,SSBS/W/2022/1644,28-01-2023,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1645,SSBS/W/2022/1645,30-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1646,SSBS/W/2022/1646,30-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1647,SSBS/W/2022/1647,30-01-2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1648,SSBS/W/2022/1648,30-01-2023,Kothrud Karve road,Genepath,0,0,0,Negative
1649,SSBS/W/2022/1649,30-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1650,SSBS/W/2022/1650,30-01-2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1651,SSBS/W/2022/1651,31-01-2023,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1652,SSBS/W/2022/1652,31-01-2023,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1653,SSBS/W/2022/1653,31-01-2023,Aundh,Genepath,0,0,0,Negative
1654,SSBS/W/2022/1654,31-01-2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1655,SSBS/W/2023/1655,31-01-2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1656,SSBS/W/2023/1656,31-01-2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1657,SSBS/W/2023/1657,1/2/2023," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1658,SSBS/W/2023/1658,1/2/2023,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1659,SSBS/W/2023/1659,1/2/2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1660,SSBS/W/2023/1660,1/2/2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1661,SSBS/W/2023/1661,1/2/2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1662,SSBS/W/2023/1662,2/2/2023,"Aditya Birla Hospital Road, Under bridge",Genepath,37.27,0,0,Negative
1663,SSBS/W/2023/1663,2/2/2023,"Shastri Nagar, Pimpri",Genepath,27.89,0,0,Negative
1664,SSBS/W/2023/1664,2/2/2023,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1665,SSBS/W/2023/1665,2/2/2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1666,SSBS/W/2023/1666,2/2/2023,Dapodi-Sangvi,Genepath,0,0,0,Negative
1667,SSBS/W/2023/1667,3/2/2023,"Rahatani, New DP road",Genepath,0,0,0,Negative
1668,SSBS/W/2023/1668,3/2/2023,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1669,SSBS/W/2023/1669,3/2/2023,"Dapodi, Sai service",Genepath,0,0,0,Negative
1670,SSBS/W/2023/1670,3/2/2023,Dapodi Harris Bridge,Genepath,38.78,0,0,Negative
1671,SSBS/W/2023/1671,6/2/2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1672,SSBS/W/2023/1672,6/2/2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1673,SSBS/W/2023/1673,6/2/2023,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1674,SSBS/W/2023/1674,6/2/2023,Kothrud Karve road,Genepath,0,0,0,Negative
1675,SSBS/W/2023/1675,6/2/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1676,SSBS/W/2023/1676,6/2/2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1677,SSBS/W/2023/1677,7/2/2023,"Mahalunge Road, Baner",Genepath,0,38.32,0,Negative
1678,SSBS/W/2023/1678,7/2/2023,"Balewadi Phata, Baner",Genepath,0,40.22,0,Negative
1679,SSBS/W/2023/1679,7/2/2023,Aundh,Genepath,0,0,0,Negative
1680,SSBS/W/2023/1680,7/2/2023,"  Someshwarwadi, Pashan",Genepath,35.6,0,0,Negative
1681,SSBS/W/2023/1681,7/2/2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1682,SSBS/W/2023/1682,7/2/2023,"DP road, Botanical Garden, Aundh,",Genepath,37.3,0,0,Negative
1683,SSBS/W/2023/1683,8/2/2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1684,SSBS/W/2023/1684,8/2/2023,"RTO Office, Alandi road, Yerwada",Genepath,0,39.9,0,Negative
1685,SSBS/W/2023/1685,8/2/2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1686,SSBS/W/2023/1686,8/2/2023," Dattawadi, Rajaram Bridge",Genepath,0,39.63,0,Negative
1687,SSBS/W/2023/1687,8/2/2023,Vitthalwadi-Hingne Shantinagar,Genepath,39.93,0,0,Negative
1688,SSBS/W/2023/1688,9/2/2023,"Aditya Birla Hospital Road, Under bridge",Genepath,32.69,0,0,Negative
1689,SSBS/W/2023/1689,9/2/2023,"Shastri Nagar, Pimpri",Genepath,36.2,0,0,Negative
1690,SSBS/W/2023/1690,9/2/2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1691,SSBS/W/2023/1691,9/2/2023,"60-feet road, Pimple Gurav",Genepath,36.4,0,0,Negative
1692,SSBS/W/2023/1692,9/2/2023,Dapodi-Sangvi,Genepath,0,0,0,Negative
1693,SSBS/W/2023/1693,10/2/2023,Dapodi Harris Bridge,Genepath,0,36.67,0,Negative
1694,SSBS/W/2023/1694,10/2/2023,"Dapodi, Sai service",Genepath,0,35.15,0,Negative
1695,SSBS/W/2023/1695,10/2/2023,"Rahatani, New DP road",Genepath,33.32,0,0,Negative
1696,SSBS/W/2023/1696,13-02-2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1697,SSBS/W/2023/1697,13-02-2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,33.33,0,36.82,Negative
1698,SSBS/W/2023/1698,13-02-2023,Kothrud Sanjeevan hospital,Genepath,28.81,37.72,35.69,Positive
1699,SSBS/W/2023/1699,13-02-2023,Kothrud Karve road,Genepath,38.57,0,0,Negative
1700,SSBS/W/2023/1700,13-02-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,35.49,0,0,Negative
1701,SSBS/W/2023/1701,13-02-2023,"Bus Depot (main), Kothrud",Genepath,37.68,0,0,Negative
1702,SSBS/W/2023/1702,14-02-2023,"Mahalunge Road, Baner",Genepath,0,37.21,0,Negative
1703,SSBS/W/2023/1703,14-02-2023,"Balewadi Phata, Baner",Genepath,0,35.16,0,Negative
1704,SSBS/W/2023/1704,14-02-2023,Aundh,Genepath,17.99,0,0,Negative
1705,SSBS/W/2023/1705,14-02-2023,"  Someshwarwadi, Pashan",Genepath,28.23,0,0,Negative
1706,SSBS/W/2023/1706,14-02-2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1707,SSBS/W/2023/1707,14-02-2023,"DP road, Botanical Garden, Aundh,",Genepath,25.27,38.36,0,Negative
1708,SSBS/W/2023/1708,15-02-2023," Dattawadi, Rajaram Bridge",Genepath,40.26,0,0,Negative
1709,SSBS/W/2023/1709,15-02-2023,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1710,SSBS/W/2023/1710,15-02-2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,35.79,0,Negative
1711,SSBS/W/2023/1711,15-02-2023,"RTO Office, Alandi road, Yerwada",Genepath,0,36.92,40.24,Negative
1712,SSBS/W/2023/1712,15-02-2023,"Shantinagar, Vishrantwadi",Genepath,36.7,0,0,Negative
1713,SSBS/W/2023/1713,16-02-2023,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1714,SSBS/W/2023/1714,16-02-2023,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1715,SSBS/W/2023/1715,16-02-2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1716,SSBS/W/2023/1716,16-02-2023,"60-feet road, Pimple Gurav",Genepath,35.61,0,0,Negative
1717,SSBS/W/2023/1717,17-02-2023,"Kalewadi, Adarsh Nagar",Genepath,0,0,0,Negative
1718,SSBS/W/2023/1718,17-02-2023,"Rahatani, New DP road",Genepath,32.63,35.07,38.56,Positive
1719,SSBS/W/2023/1719,17-02-2023,Dapodi-Sangvi,Genepath,0,37.26,0,Negative
1720,SSBS/W/2023/1720,17-02-2023,Dapodi Harris Bridge,Genepath,36.8,0,0,Negative
1721,SSBS/W/2023/1721,20-02-2023,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1722,SSBS/W/2023/1722,20-02-2023,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1723,SSBS/W/2023/1723,20-02-2023,Kothrud Sanjeevan hospital,Genepath,40.66,39.34,40.52,Negative
1724,SSBS/W/2023/1724,20-02-2023,Kothrud Karve road,Genepath,0,0,0,Negative
1725,SSBS/W/2023/1725,20-02-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1726,SSBS/W/2023/1726,20-02-2023,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1727,SSBS/W/2023/1727,21-02-2023,"Mahalunge Road, Baner",Genepath,33.77,0,0,Negative
1728,SSBS/W/2023/1728,21-02-2023,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1729,SSBS/W/2023/1729,21-02-2023,Aundh,Genepath,0,0,0,Negative
1730,SSBS/W/2023/1730,21-02-2023,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1731,SSBS/W/2023/1731,21-02-2023," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1732,SSBS/W/2023/1732,21-02-2023,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1733,SSBS/W/2023/1733,22-02-2023," Dattawadi, Rajaram Bridge",Genepath,40.62,0,40.4,Negative
1734,SSBS/W/2023/1734,22-02-2023,Vitthalwadi-Hingne Shantinagar,Genepath,0,38.46,0,Negative
1735,SSBS/W/2023/1735,22-02-2023," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,35.05,38.41,37.86,Negative
1736,SSBS/W/2023/1736,22-02-2023,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1737,SSBS/W/2023/1737,22-02-2023,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1738,SSBS/W/2023/1738,23-02-2023,"Aditya Birla Hospital Road, Under bridge",Genepath,0,39.29,0,Negative
1739,SSBS/W/2023/1739,23-02-2023,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1740,SSBS/W/2023/1740,23-02-2023,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1741,SSBS/W/2023/1741,23-02-2023,"60-feet road, Pimple Gurav",Genepath,37.86,37.56,37.58,Negative
1742,SSBS/W/2023/1742,23-02-2023,Dapodi-Sangvi,Genepath,0,39.24,0,Negative
1743,SSBS/W/2023/1743,24-02-2023,"Rahatani, New DP road",Genepath,32.51,36.3,36.11,Negative
1744,SSBS/W/2023/1744,24-02-2023,"Wolf Colony, Pimpri",Genepath,0,35.92,0,Negative
1745,SSBS/W/2023/1745,24-02-2023,"Dapodi, Sai service",Genepath,40.9,0,0,Negative
1746,SSBS/W/2023/1746,24-02-2023,Dapodi Harris Bridge,Genepath,0,0,0,Negative
